,intent_loss,intent_acc,set
0,4.134769137058194,0.542087541686164,train
1,1.5652304887771606,0.8965517282485962,valid
2,1.104995411453825,0.8888888884875108,train
3,0.4409172534942627,0.8965517282485962,valid
4,0.3405637706470008,0.9191919141746931,train
5,0.16943778097629547,0.9482758641242981,valid
6,0.15623458793468348,0.9595959513677089,train
7,0.11809560656547546,0.9482758641242981,valid
8,0.09402407537706774,0.9696969646797438,train
9,0.11405454576015472,0.9482758641242981,valid
10,0.07708648067933542,0.9730639680467471,train
11,0.07785282284021378,0.9482758641242981,valid
12,0.049500665912774675,0.9831649749367325,train
13,0.051445960998535156,0.982758641242981,valid
14,0.036782845353036615,0.9865319847257852,train
15,0.055285386741161346,0.9655172228813171,valid
16,0.025496261297828622,0.9932659850377427,train
17,0.06343891471624374,0.9655172228813171,valid
18,0.018706220656834065,0.9999999917717494,train
19,0.11115225404500961,0.9482758641242981,valid
20,0.01811970605574523,0.996632988404746,train
21,0.08382698148488998,0.9482758641242981,valid
22,0.01117898308066808,0.9966329916157707,train
23,0.0538373738527298,0.9655172228813171,valid
24,0.013004087827322057,0.996632988404746,train
25,0.09180383384227753,0.9482758641242981,valid
