,intent_loss,intent_acc,set
0,1.7489582415086677,0.25150602409638556,train
1,1.6417257164463852,0.3212121210315011,valid
2,1.5979252249361522,0.3704819277108434,train
3,1.4652065262649998,0.4424242411599015,valid
4,1.4454674591501075,0.44051204891089935,train
5,1.3766921144543272,0.4909090937990131,valid
6,1.3106667119336415,0.5015060248145138,train
7,1.2608067931550921,0.4969696987758983,valid
8,1.2230619149035717,0.5474397590361446,train
9,1.2026394670659846,0.5515151497089501,valid
10,1.1235079047191574,0.5760542175855982,train
11,1.135611153010166,0.5757575753963355,valid
12,1.0612933133021896,0.6009036158940878,train
13,1.1300892649274883,0.5757575703389717,valid
14,1.0072652338499046,0.6310240963855421,train
15,1.1260726336276892,0.6181818189042987,valid
16,0.9874676164374294,0.6182228930025215,train
17,1.0737934192021688,0.5939393910494718,valid
18,0.9293691185583551,0.6634036144578314,train
19,1.041038847692085,0.6242424274935867,valid
20,0.8747360936130386,0.6679216874651162,train
21,1.0581826423153733,0.6303030274131082,valid
22,0.8606839610869625,0.6799698802362005,train
23,1.006210286689527,0.6303030335541927,valid
24,0.8295767709433314,0.698042169392827,train
25,1.0135522827957615,0.6121212139274135,valid
26,0.786430973604501,0.7078313260193331,train
27,1.035051284053109,0.6181818178205779,valid
28,0.7276812325040978,0.7387048192771084,train
29,1.0542798352963996,0.63030302994179,valid
30,0.7467227003660547,0.7138554231230035,train
31,1.0396277980370956,0.6727272785071171,valid
32,0.6969898544162153,0.737951807947044,train
33,1.0494967930244676,0.6303030290386894,valid
34,0.6305323932544294,0.7793674713157746,train
35,0.9997650204282819,0.6424242467591257,valid
36,0.6280034758958472,0.7831325308386102,train
37,0.9982836416273406,0.6303030335541927,valid
38,0.5974107442131962,0.7831325308386102,train
39,1.0225807710127397,0.6424242370056383,valid
40,0.9212024204745264,0.6646706626086891,valid
