,intent_loss,intent_acc,set
125,2.4159485802885965,0.7180885183956471,valid
126,0.09348025996603597,0.9749243406830955,train
127,2.1463919745721136,0.7395766519674358,valid
128,0.06771530916409424,0.9818417639687007,train
129,2.261811129935205,0.728672225900458,valid
130,0.2663755622944866,0.9265023778642456,train
131,2.4427218194035403,0.6917896088382386,valid
132,0.12910987616674086,0.9571984435797666,train
133,1.839909049163192,0.7398973702237421,valid
134,0.06430729178947724,0.9831387808041504,train
135,2.0768834659118847,0.7395766521585989,valid
136,0.03486368082418645,0.9922178988326849,train
137,2.068049868992921,0.7453495829513701,valid
138,0.02783018811873631,0.995244271508863,train
139,1.956887176053657,0.756574728001074,valid
140,0.02772583684755567,0.9948119325551232,train
141,1.9857195709820663,0.75400898057425,valid
142,0.030961138909377427,0.992650237812194,train
143,2.0175580258855765,0.7475946119689575,valid
