,intent_loss,intent_acc,set
0,4.934100271044383,0.03674881107109839,train
1,4.730967294718686,0.03559974342527261,valid
2,4.677989233431752,0.05836575875808499,train
3,4.608178660225761,0.045862732520846695,valid
4,4.493971731463811,0.05533938607868569,train
5,4.7126314286775814,0.08082103911808777,valid
6,4.101780320986802,0.10938175529615218,train
7,3.8950437872435817,0.15330339966292866,valid
8,3.615975156471526,0.15780371811822333,train
9,3.622375601602717,0.18601667740507108,valid
10,3.175328855230032,0.23432771293337706,train
11,3.383149946095318,0.23797305967274043,valid
12,2.7373048083585316,0.307825335114228,train
13,3.107686261476195,0.28447722895471156,valid
14,2.459565017731531,0.3618677042930403,train
15,2.728951074589209,0.3559974344247729,valid
16,2.1506226420454064,0.421530479902681,train
17,2.383473116438537,0.4028223220968644,valid
18,1.8399383512040108,0.4954604409986175,train
19,2.2869698173958497,0.43713919209546964,valid
20,1.5951440021994823,0.5629053178464393,train
21,2.15945641515804,0.48685054579478493,valid
22,1.3856356129005158,0.5927367056287113,train
23,2.0186624205823582,0.5080179603073824,valid
24,1.2958115353967739,0.6255944660871615,train
25,1.9923960384151123,0.5349583066832645,valid
26,1.0993172949622114,0.6792044963508883,train
27,1.838133726003768,0.5837075047343109,valid
28,0.9380784374885213,0.7332468655425853,train
29,1.8955878018568233,0.6019884545578262,valid
30,0.8432860441966538,0.7596195417722479,train
31,1.8479377004563464,0.5869146894766323,valid
32,0.761972576031889,0.7846952010376135,train
33,1.8269305720093771,0.624118024871623,valid
34,0.7264635698186129,0.8015564202850018,train
35,1.6259042767854437,0.663887107081716,valid
36,0.6332864066609252,0.8210116732032898,train
37,1.6067209126782616,0.677677998755359,valid
38,0.5980854453498854,0.8335495028102032,train
39,1.6247337256738053,0.665811418148858,valid
40,0.46857342224485987,0.8711629918113293,train
41,1.6342531655980197,0.687940987850933,valid
42,0.42810577308776004,0.8811067877473431,train
43,1.8120201231960764,0.6818473385342273,valid
44,0.39379915570573687,0.8893212278683981,train
45,1.8704023538605383,0.6808851830006564,valid
46,0.4553740295145453,0.8767833982099458,train
47,1.7687930748812888,0.6892238617937407,valid
48,0.4165451646920566,0.8858625162127107,train
49,1.8369643130005744,0.6895445804323731,valid
50,0.33245726923792074,0.9118028534886335,train
51,1.8831525966859612,0.6683771651168906,valid
52,0.7533149098775318,0.8037181150021617,train
53,1.8318825238327554,0.6533034000356966,valid
54,0.3604599111429603,0.9001297017118913,train
55,1.7426013417393829,0.7001282875548578,valid
56,0.286593967271583,0.9247730220492867,train
57,1.6839151946759667,0.7203335471838388,valid
58,0.22346783159127548,0.9368785127539991,train
59,1.927813546867077,0.7100705579353342,valid
60,0.17888069664354814,0.9567661046260268,train
61,1.6288608148206574,0.7235407315056014,valid
62,0.24047391940595989,0.9437959360138348,train
63,1.8424128823130463,0.7331622834003759,valid
64,0.17284740083373784,0.949848681366191,train
65,1.7718992589604328,0.7267479153685725,valid
66,0.11257153510454666,0.9744920017293558,train
67,1.82232545644064,0.7289929442332294,valid
68,0.1090447956247604,0.9727626459143969,train
69,1.8303783647214242,0.7350865944292853,valid
70,0.0891346963218317,0.9809770860612212,train
71,1.8930044210897645,0.7225785759720303,valid
72,0.10913293937223585,0.9744920017293558,train
73,1.882126093675419,0.7331622838591673,valid
74,0.09071916055580109,0.9766536964980544,train
75,1.9215883725418963,0.737331623102779,valid
76,0.07142899459541178,0.9809770860612212,train
77,2.2277767598590765,0.7302758180995719,valid
78,0.08113182830542545,0.9770860354775636,train
79,1.9231908461311982,0.7418216805262318,valid
80,0.23766349664000633,0.9368785127539991,train
81,2.09884578658649,0.7004490057346987,valid
82,0.22703487122929875,0.9420665802246453,train
83,2.163059060584283,0.6901860171743812,valid
84,0.222431305768528,0.9399048854559466,train
85,2.3701598890474624,0.6949967927394424,valid
86,0.1662558169429095,0.9541720709035885,train
87,1.9541990397601956,0.7216164210501812,valid
88,0.09714801858754654,0.9792477302204928,train
89,2.0059659945957167,0.7273893519576503,valid
90,0.05777742684497895,0.9904885430177259,train
91,2.0024772018404478,0.7344451570373227,valid
92,0.04808617876403733,0.9917855598789451,train
93,1.970026147832008,0.7312379732508167,valid
94,0.0463545495524223,0.9904885430434953,train
95,2.1319746367055075,0.7382937778716977,valid
96,0.12274308941398304,0.969303934284479,train
97,2.150549167696676,0.7168056447587005,valid
98,0.09602934919004569,0.9744920017551252,train
99,2.246319900498014,0.7283515076441517,valid
100,0.14580847185396603,0.9628188499783831,train
101,2.3081485573644436,0.7152020526360517,valid
102,0.10570228264747221,0.9723303069864265,train
103,1.8884808679205092,0.7334830025360323,valid
104,0.09714631626235101,0.975789018590575,train
105,2.1917734768545114,0.7312379731743515,valid
106,0.06502535783150626,0.9818417639429312,train
107,1.8947938530012305,0.7347658759053507,valid
108,0.04841962182178443,0.9913532209252054,train
109,2.3036076791627504,0.730275817793711,valid
110,0.04670440289966997,0.9900562040897556,train
111,2.068794712032394,0.7411802438606888,valid
112,0.07235066704146026,0.9801124081279723,train
113,2.4045421794257615,0.7084669663479422,valid
114,0.08755671541527449,0.981409425014961,train
115,2.0582189495705734,0.7270686339307397,valid
116,0.11968980745685806,0.9671422395673192,train
117,1.872027590536322,0.7267479155979683,valid
118,0.1839971628170533,0.9485516645307414,train
119,2.101725514994897,0.7184092368048839,valid
120,0.1645118257105737,0.9559014267185474,train
121,2.14084167943848,0.7187299549082596,valid
122,0.1290400396070978,0.964548205793342,train
123,2.374402798927312,0.706863374072363,valid
124,0.09541504980711982,0.9736273238218763,train
