,intent_loss,intent_acc,set
0,1.4509351249386773,0.6377745115816769,train
1,0.687477635909075,0.8168697889375717,valid
2,0.4358728762194914,0.8854400830431296,train
3,0.45658437621906983,0.8928800515443411,valid
4,0.26950690178862496,0.9322151133042398,train
5,0.39715122106061523,0.907312379883527,valid
6,0.19692391091186284,0.9498097873488532,train
7,0.3605521825584867,0.9130853114791831,valid
8,0.15527491996584314,0.9593636521043073,train
9,0.30334660379339135,0.9294419499679282,valid
10,0.12656874015486697,0.9668856995051736,train
11,0.3356003438847198,0.9281590763309814,valid
12,0.10909191521212198,0.9698253501848884,train
13,0.309222366046722,0.932969852545997,valid
14,0.09747502775149385,0.9730676119867213,train
15,0.36081617544903977,0.9259140476957203,valid
16,0.09687648513120041,0.9722894691748951,train
17,0.4079835528532919,0.9262347659520265,valid
18,0.08630410593808903,0.9757911119208748,train
19,0.3369528138538138,0.9310455424729029,valid
20,0.08387654438452512,0.9747535881030607,train
21,0.3326559877877361,0.9342527261829437,valid
22,0.07282157793993618,0.9795089054124158,train
23,0.3201022165623745,0.9368184734568372,valid
24,0.0776955792688435,0.977563548331316,train
25,0.30575994611015833,0.9355356001257514,valid
26,0.06920051194431742,0.980027667300709,train
27,0.3757246761744683,0.9329698524695318,valid
28,0.07384701447051516,0.9782120007535238,train
29,0.3395268790724952,0.9393842208836612,valid
30,0.06496077200123107,0.9816704133009181,train
31,0.34601460797730127,0.9400256577785998,valid
32,0.06968633324479884,0.9802005879507538,train
33,0.36064556372340595,0.9364977549711353,valid
34,0.06355628347017557,0.9815839530068163,train
35,0.3697975550929348,0.9320076973947521,valid
36,0.05757916466460681,0.983788691011449,train
37,0.423166171796357,0.926876203152826,valid
38,0.05996541440567108,0.9819297942244509,train
39,0.36155440000252054,0.9361770367912944,valid
40,0.05393099137409395,0.9873451094120749,valid
