,intent_loss,intent_acc,set
0,135.09687950656797,0.0,train
1,47.37510681152344,0.0,valid
2,15.623816295405152,0.0,train
3,46.00240707397461,0.012987012987012988,valid
4,10.330492379690432,0.0,train
5,46.620330810546875,0.07792207792207792,valid
6,6.181109850819413,0.0,train
7,49.932212829589844,0.2987012987012987,valid
8,2.796928221235768,0.0,train
9,56.47587203979492,0.45454545454545453,valid
10,2.0449691892750583,0.0,train
11,48.30904006958008,0.44155844155844154,valid
12,1.3436493777158887,0.0,train
13,55.05482864379883,0.4675324675324675,valid
14,1.1133466830117873,0.0,train
15,58.8211555480957,0.5454545454545454,valid
16,0.9718602341754765,0.0,train
17,62.91141891479492,0.5714285714285714,valid
18,0.8513862528872177,0.0,train
19,66.93342590332031,0.5714285714285714,valid
20,66.93341827392578,0.5714285714285714,valid
